cd_os,ds_grupo,vl_quant,vl_preco_unitario
34124022,SUPRIMENTOS MAQUINAS,2.0000,86.0700000
32370875,SUPRIMENTOS MAQUINAS,1.0000,86.3200000
28726306,PEÇAS MAQUINAS,1.0000,397.1100000
33775981,SUPRIMENTOS MAQUINAS,1.0000,133.3900000
34697942,SUPRIMENTOS MAQUINAS,2.0000,97.5900000
34048317,PEÇAS MAQUINAS,1.0000,376.0500000
28138815,SUPRIMENTOS MAQUINAS,1.0000,76.4800000
28899891,SUPRIMENTOS MAQUINAS,1.0000,132.8300000
33425137,SUPRIMENTOS MAQUINAS,1.0000,132.7400000
29337460,SUPRIMENTOS MAQUINAS,1.0000,261.5400000
33391645,SUPRIMENTOS MAQUINAS,1.0000,86.0600000
30158639,SUPRIMENTOS MAQUINAS,1.0000,593.2500000
32368272,SUPRIMENTOS MAQUINAS,2.0000,97.3000000
33701752,SUPRIMENTOS MAQUINAS,1.0000,97.2300000
34124663,SUPRIMENTOS MAQUINAS,1.0000,133.4100000
29642978,SUPRIMENTOS MAQUINAS,1.0000,132.9800000
32419746,SUPRIMENTOS MAQUINAS,1.0000,132.8000000
32371664,SUPRIMENTOS MAQUINAS,2.0000,133.4100000
33387271,SUPRIMENTOS MAQUINAS,1.0000,209.2500000
28391579,IMOBILIZADOS MAQUINAS,1.0000,4625.2100000
34915732,SUPRIMENTOS MAQUINAS,1.0000,165.4200000
28350727,SUPRIMENTOS MAQUINAS,1.0000,201.7300000
28273546,SUPRIMENTOS MAQUINAS,1.0000,97.2600000
28464609,SUPRIMENTOS MAQUINAS,1.0000,97.3300000
29071765,SUPRIMENTOS MAQUINAS,1.0000,201.5300000
35138145,SUPRIMENTOS MAQUINAS,1.0000,193.3900000
30971456,SUPRIMENTOS MAQUINAS,2.0000,86.1900000
33389824,SUPRIMENTOS MAQUINAS,1.0000,97.6100000
31269219,SUPRIMENTOS MAQUINAS,3.0000,145.1100000
34679187,SUPRIMENTOS MAQUINAS,1.0000,51.4100000
27153929,SUPRIMENTOS MAQUINAS,1.0000,133.2100000
29109722,SUPRIMENTOS MAQUINAS,1.0000,85.9200000
31092346,SUPRIMENTOS MAQUINAS,1.0000,97.2900000
33772967,SUPRIMENTOS MAQUINAS,1.0000,111.1900000
34682085,PEÇAS MAQUINAS,1.0000,755.6200000
34915400,SUPRIMENTOS MAQUINAS,1.0000,171.6700000
30309381,SUPRIMENTOS MAQUINAS,1.0000,197.2900000
29949552,SUPRIMENTOS MAQUINAS,1.0000,97.5000000
35140164,SUPRIMENTOS MAQUINAS,1.0000,193.9800000
28850769,IMOBILIZADOS MAQUINAS,1.0000,5756.7400000
28630567,SUPRIMENTOS MAQUINAS,1.0000,145.4200000
27095387,SUPRIMENTOS MAQUINAS,1.0000,86.0300000
34893577,SUPRIMENTOS MAQUINAS,1.0000,86.3300000
29077895,SUPRIMENTOS MAQUINAS,1.0000,591.4600000
35177125,PEÇAS MAQUINAS,3.0000,7.9500000
29212905,SUPRIMENTOS MAQUINAS,1.0000,291.3700000
28919507,PEÇAS MAQUINAS,3.0000,7.9200000
34467592,IMOBILIZADOS MAQUINAS,1.0000,1254.0200000
31386859,SUPRIMENTOS MAQUINAS,1.0000,374.9300000
29072428,SUPRIMENTOS MAQUINAS,4.0000,232.1000000
34124628,SUPRIMENTOS MAQUINAS,1.0000,231.2200000
30250054,PEÇAS MAQUINAS,3.0000,7.9300000
29009593,SUPRIMENTOS MAQUINAS,1.0000,231.1800000
35148174,SUPRIMENTOS MAQUINAS,2.0000,232.2400000
35137401,SUPRIMENTOS MAQUINAS,1.0000,231.3400000
31578274,SUPRIMENTOS MAQUINAS,1.0000,739.9100000
28021184,SUPRIMENTOS MAQUINAS,1.0000,365.5000000
27716632,SUPRIMENTOS MAQUINAS,1.0000,372.8900000
35135306,SUPRIMENTOS MAQUINAS,2.0000,328.1800000
33523956,SUPRIMENTOS MAQUINAS,1.0000,327.9200000
31577457,SUPRIMENTOS MAQUINAS,2.0000,366.6900000
27821458,SUPRIMENTOS MAQUINAS,1.0000,373.1400000
28391585,SUPRIMENTOS MAQUINAS,1.0000,172.7700000
28829882,PEÇAS MAQUINAS,2.0000,7.9400000
29399669,SUPRIMENTOS MAQUINAS,1.0000,431.8900000
30143538,SUPRIMENTOS MAQUINAS,1.0000,353.7800000
27758328,SUPRIMENTOS MAQUINAS,1.0000,374.6700000
31739403,SUPRIMENTOS MAQUINAS,1.0000,373.2300000
29356680,SUPRIMENTOS MAQUINAS,1.0000,621.8900000
31104994,PEÇAS MAQUINAS,3.0000,7.9400000
35152017,PEÇAS MAQUINAS,3.0000,7.9300000
34468025,IMOBILIZADOS MAQUINAS,1.0000,5595.2200000
26899777,SUPRIMENTOS MAQUINAS,1.0000,373.4800000
32368894,SUPRIMENTOS MAQUINAS,2.0000,232.1200000
34963922,SUPRIMENTOS MAQUINAS,1.0000,231.2700000
28850785,SUPRIMENTOS MAQUINAS,1.0000,217.4800000
29311580,SUPRIMENTOS MAQUINAS,1.0000,360.9500000
32564607,PEÇAS MAQUINAS,1.0000,43.9500000
28936083,PEÇAS MAQUINAS,12.0000,7.9600000
33268941,SUPRIMENTOS MAQUINAS,1.0000,231.3800000
31388395,SUPRIMENTOS MAQUINAS,2.0000,429.8600000
28949676,SUPRIMENTOS MAQUINAS,1.0000,1056.5100000
30280078,SUPRIMENTOS MAQUINAS,2.0000,373.3000000
35115345,SUPRIMENTOS MAQUINAS,1.0000,231.1600000
35147662,SUPRIMENTOS MAQUINAS,1.0000,232.1200000
29072698,SUPRIMENTOS MAQUINAS,1.0000,232.0100000
33783536,SUPRIMENTOS MAQUINAS,4.0000,593.9900000
31709274,PEÇAS MAQUINAS,1.0000,38.8500000
30089961,PEÇAS MAQUINAS,1.0000,7.9600000
32153493,SUPRIMENTOS MAQUINAS,1.0000,1090.9800000
34813566,SUPRIMENTOS MAQUINAS,1.0000,232.2900000
28788986,SUPRIMENTOS MAQUINAS,2.0000,348.4300000
29311580,SUPRIMENTOS MAQUINAS,1.0000,468.1600000
29189566,SUPRIMENTOS MAQUINAS,2.0000,282.4800000
34469375,IMOBILIZADOS MAQUINAS,1.0000,1255.8800000
35305287,SUPRIMENTOS MAQUINAS,1.0000,240.1100000
28391594,SUPRIMENTOS MAQUINAS,1.0000,196.5700000
33391134,SUPRIMENTOS MAQUINAS,1.0000,231.4500000
27150261,PEÇAS MAQUINAS,1.0000,1456.3300000
28967131,IMOBILIZADOS MAQUINAS,1.0000,2474.6500000
28764950,IMOBILIZADOS MAQUINAS,1.0000,4623.0100000
35046187,IMOBILIZADOS MAQUINAS,1.0000,4640.1300000
34468637,IMOBILIZADOS MAQUINAS,1.0000,13665.9900000
34973477,SERVIÇO,1.0000,9.8900000
34466138,ACESSORIOS MAQUINAS,1.0000,754.8200000
35135617,PEÇAS MAQUINAS,1.0000,1673.9800000
26459125,PEÇAS MAQUINAS,1.0000,1006.7300000
30752978,PEÇAS MAQUINAS,1.0000,81.9300000
34469532,IMOBILIZADOS MAQUINAS,1.0000,13672.8600000
28346830,PEÇAS MAQUINAS,1.0000,230.0000000
33829107,PEÇAS MAQUINAS,1.0000,501.3300000
30832213,IMOBILIZADOS MAQUINAS,1.0000,4286.2900000
28832099,IMOBILIZADOS MAQUINAS,1.0000,1577.7100000
28391531,IMOBILIZADOS MAQUINAS,1.0000,2273.5000000
28630784,SUPRIMENTOS MAQUINAS,1.0000,660.5400000
33944709,SUPRIMENTOS MAQUINAS,1.0000,222.8000000
27758413,SUPRIMENTOS MAQUINAS,1.0000,222.4100000
30573580,SUPRIMENTOS MAQUINAS,1.0000,259.3500000
34049579,SUPRIMENTOS MAQUINAS,2.0000,487.6000000
28279964,SUPRIMENTOS MAQUINAS,3.0000,680.1100000
30153847,SUPRIMENTOS MAQUINAS,1.0000,222.7700000
28273904,SUPRIMENTOS MAQUINAS,4.0000,678.0500000
34819102,SUPRIMENTOS MAQUINAS,1.0000,237.4800000
26060791,PEÇAS MAQUINAS,2.0000,2.5100000
26171580,IMOBILIZADOS MAQUINAS,1.0000,1577.0800000
27460927,IMOBILIZADOS MAQUINAS,1.0000,4625.8200000
28628225,SUPRIMENTOS MAQUINAS,8.0000,259.6400000
28194666,SUPRIMENTOS MAQUINAS,1.0000,288.7300000
33523890,SUPRIMENTOS MAQUINAS,1.0000,236.1500000
26704143,SUPRIMENTOS MAQUINAS,1.0000,222.7000000
30471530,SUPRIMENTOS MAQUINAS,1.0000,222.4000000
33205704,SUPRIMENTOS MAQUINAS,1.0000,251.1600000
28492090,SUPRIMENTOS MAQUINAS,1.0000,267.3200000
33701589,SUPRIMENTOS MAQUINAS,1.0000,236.6200000
28628262,SUPRIMENTOS MAQUINAS,2.0000,223.3600000
28630762,SUPRIMENTOS MAQUINAS,1.0000,222.8000000
26172110,IMOBILIZADOS MAQUINAS,1.0000,1316.5500000
28509479,SUPRIMENTOS MAQUINAS,1.0000,721.8800000
32420365,SUPRIMENTOS MAQUINAS,1.0000,273.9500000
29334816,SUPRIMENTOS MAQUINAS,1.0000,260.4800000
31242485,SUPRIMENTOS MAQUINAS,1.0000,222.7700000
29808321,SUPRIMENTOS MAQUINAS,1.0000,223.6900000
28832121,IMOBILIZADOS MAQUINAS,1.0000,1577.7900000
28580032,SUPRIMENTOS MAQUINAS,1.0000,296.8200000
26847339,SUPRIMENTOS MAQUINAS,4.0000,259.5700000
28229947,SUPRIMENTOS MAQUINAS,1.0000,310.0300000
28900340,SUPRIMENTOS MAQUINAS,3.0000,461.5900000
34126581,SUPRIMENTOS MAQUINAS,1.0000,274.2700000
28907003,SUPRIMENTOS MAQUINAS,1.0000,660.1700000
33876797,SUPRIMENTOS MAQUINAS,1.0000,236.6000000
32923233,SUPRIMENTOS MAQUINAS,2.0000,237.4400000
31738960,SUPRIMENTOS MAQUINAS,1.0000,725.0200000
28627685,SUPRIMENTOS MAQUINAS,1.0000,125.5700000
31743846,SUPRIMENTOS MAQUINAS,1.0000,86.0800000
33476171,SUPRIMENTOS MAQUINAS,1.0000,145.3200000
28300795,SUPRIMENTOS MAQUINAS,1.0000,132.9600000
28887796,SUPRIMENTOS MAQUINAS,1.0000,725.0200000
28188223,SUPRIMENTOS MAQUINAS,2.0000,85.9700000
33386782,SUPRIMENTOS MAQUINAS,1.0000,86.1000000
28627427,SUPRIMENTOS MAQUINAS,1.0000,125.4000000
35363751,SUPRIMENTOS MAQUINAS,1.0000,381.3200000
29535283,SUPRIMENTOS MAQUINAS,1.0000,133.3200000
28274187,SUPRIMENTOS MAQUINAS,1.0000,85.9300000
35115826,SUPRIMENTOS MAQUINAS,2.0000,86.0200000
31278196,SUPRIMENTOS MAQUINAS,1.0000,97.1600000
35115945,SUPRIMENTOS MAQUINAS,1.0000,193.7400000
33384788,SUPRIMENTOS MAQUINAS,1.0000,97.3000000
33390145,SUPRIMENTOS MAQUINAS,2.0000,144.8700000
35116479,SUPRIMENTOS MAQUINAS,3.0000,132.8300000
28589298,SUPRIMENTOS MAQUINAS,2.0000,85.9500000
32252416,SUPRIMENTOS MAQUINAS,1.0000,96.1800000
26847138,SUPRIMENTOS MAQUINAS,1.0000,97.4500000
32923424,SUPRIMENTOS MAQUINAS,1.0000,97.2300000
28628705,SUPRIMENTOS MAQUINAS,1.0000,125.4900000
33205173,SUPRIMENTOS MAQUINAS,1.0000,208.5500000
32671408,SUPRIMENTOS MAQUINAS,2.0000,133.3900000
30536412,SUPRIMENTOS MAQUINAS,1.0000,89.3700000
29535113,SUPRIMENTOS MAQUINAS,1.0000,86.4200000
32368206,SUPRIMENTOS MAQUINAS,2.0000,97.3100000
34526363,PEÇAS MAQUINAS,1.0000,743.5000000
27142044,SUPRIMENTOS MAQUINAS,1.0000,97.1700000
27458477,SUPRIMENTOS MAQUINAS,1.0000,133.4900000
31228066,SUPRIMENTOS MAQUINAS,5.0000,86.0700000
34815777,SUPRIMENTOS MAQUINAS,1.0000,632.5900000
34470201,IMOBILIZADOS MAQUINAS,1.0000,1889.5000000
34466750,IMOBILIZADOS MAQUINAS,1.0000,4334.0600000
34124732,SUPRIMENTOS MAQUINAS,2.0000,131.8600000
33317111,SUPRIMENTOS MAQUINAS,2.0000,154.3300000
32604680,PEÇAS MAQUINAS,1.0000,50.2600000
29695250,PEÇAS MAQUINAS,1.0000,50.0400000
34344830,PEÇAS MAQUINAS,1.0000,50.0800000
32880253,BENS DIVERSOS,30.0000,6.6300000
27722197,PEÇAS MAQUINAS,1.0000,386.3200000
32135796,PEÇAS MAQUINAS,1.0000,50.2700000
31483690,PEÇAS MAQUINAS,1.0000,50.0600000
33477044,PEÇAS MAQUINAS,1.0000,50.1900000
33123066,PEÇAS MAQUINAS,1.0000,89.0400000
33783568,BENS DIVERSOS,53.0000,6.6100000
34538986,PEÇAS MAQUINAS,1.0000,57.8500000
29010504,BENS DIVERSOS,12.0000,6.6300000
29022395,PEÇAS MAQUINAS,1.0000,50.1000000
31495016,PEÇAS MAQUINAS,1.0000,50.0400000
35214353,PEÇAS MAQUINAS,1.0000,0.0000000
29268056,PEÇAS MAQUINAS,1.0000,50.2400000
35227029,PEÇAS MAQUINAS,1.0000,50.1000000
28223187,BENS DIVERSOS,33.0000,6.6100000
29307743,PEÇAS MAQUINAS,1.0000,50.0900000
32081063,PEÇAS MAQUINAS,1.0000,500.2400000
31498901,IMOBILIZADOS MAQUINAS,1.0000,4357.8700000
27550687,IMOBILIZADOS MAQUINAS,1.0000,2838.0800000
34259950,IMOBILIZADOS MAQUINAS,1.0000,2294.7100000
28408189,PEÇAS MAQUINAS,1.0000,1254.6200000
29477758,PEÇAS MAQUINAS,1.0000,20.4000000
34469460,IMOBILIZADOS MAQUINAS,1.0000,4168.7900000
31597782,IMOBILIZADOS MAQUINAS,1.0000,9202.4300000
35080739,PEÇAS MAQUINAS,1.0000,38.7100000
34464753,IMOBILIZADOS MAQUINAS,1.0000,4364.6600000
34464932,IMOBILIZADOS MAQUINAS,1.0000,4358.9100000
34469576,IMOBILIZADOS MAQUINAS,1.0000,4350.7400000
26640174,PEÇAS MAQUINAS,1.0000,483.7300000
33172640,PEÇAS MAQUINAS,1.0000,1254.9800000
34845108,PEÇAS MAQUINAS,1.0000,1785.1900000
34469118,IMOBILIZADOS MAQUINAS,1.0000,4349.2500000
34469014,IMOBILIZADOS MAQUINAS,1.0000,4349.0200000
31824026,PEÇAS MAQUINAS,1.0000,1490.0200000
32378053,PEÇAS MAQUINAS,1.0000,1485.2400000
28799144,PEÇAS MAQUINAS,1.0000,1510.0500000
33124457,PEÇAS MAQUINAS,1.0000,115.3900000
34470559,IMOBILIZADOS MAQUINAS,1.0000,8775.5800000
28822339,PEÇAS MAQUINAS,1.0000,1489.9600000
29903498,PEÇAS MAQUINAS,1.0000,1507.9400000
34047849,PEÇAS MAQUINAS,1.0000,1149.5400000
34468954,IMOBILIZADOS MAQUINAS,1.0000,13668.8800000
31098086,PEÇAS MAQUINAS,1.0000,1485.5800000
32154200,PEÇAS MAQUINAS,1.0000,399.6600000
28909277,PEÇAS MAQUINAS,1.0000,874.7700000
27757744,PEÇAS MAQUINAS,1.0000,81.9300000
34190414,PEÇAS MAQUINAS,1.0000,1151.9700000
31731462,PEÇAS MAQUINAS,1.0000,821.4400000
34966478,PEÇAS MAQUINAS,1.0000,81.9300000
34334823,IMOBILIZADOS MAQUINAS,1.0000,8105.7500000
28052110,PEÇAS MAQUINAS,1.0000,1490.4900000
33434795,PEÇAS MAQUINAS,1.0000,1489.0000000
33434714,PEÇAS MAQUINAS,1.0000,1489.0000000
26171351,IMOBILIZADOS MAQUINAS,1.0000,4268.6500000
30190777,IMOBILIZADOS MAQUINAS,1.0000,4621.6600000
27955791,PEÇAS MAQUINAS,1.0000,819.8200000
32415956,PEÇAS MAQUINAS,3.0000,1484.0700000
28439256,PEÇAS MAQUINAS,1.0000,330.7400000
28630812,PEÇAS MAQUINAS,1.0000,176.8400000
28982093,IMOBILIZADOS MAQUINAS,1.0000,4626.9200000
34469432,IMOBILIZADOS MAQUINAS,1.0000,13671.4100000
28995262,SERVIÇO,1.0000,77.9400000
34371310,PEÇAS MAQUINAS,1.0000,1559.7600000
34894139,PEÇAS MAQUINAS,1.0000,399.3300000
32346729,PEÇAS MAQUINAS,1.0000,398.1600000
27112531,PEÇAS MAQUINAS,1.0000,871.9100000
35382110,SUPRIMENTOS MAQUINAS,1.0000,237.8600000
29044733,PEÇAS MAQUINAS,1.0000,261.2100000
26559433,SUPRIMENTOS MAQUINAS,3.0000,309.2300000
33524191,SUPRIMENTOS MAQUINAS,1.0000,274.0200000
29115166,SUPRIMENTOS MAQUINAS,1.0000,260.2600000
34047199,PEÇAS MAQUINAS,1.0000,617.1600000
30499652,PEÇAS MAQUINAS,1.0000,975.6300000
30708242,IMOBILIZADOS MAQUINAS,1.0000,8221.2800000
28391550,IMOBILIZADOS MAQUINAS,1.0000,1316.2000000
32670946,SUPRIMENTOS MAQUINAS,1.0000,222.6300000
33385557,SUPRIMENTOS MAQUINAS,1.0000,222.7700000
27458622,SUPRIMENTOS MAQUINAS,1.0000,321.4800000
34964051,SUPRIMENTOS MAQUINAS,3.0000,273.9600000
31561123,SUPRIMENTOS MAQUINAS,4.0000,296.8200000
34820031,SUPRIMENTOS MAQUINAS,1.0000,236.5200000
32669882,SUPRIMENTOS MAQUINAS,2.0000,273.9800000
27719628,SUPRIMENTOS MAQUINAS,1.0000,222.7800000
29120146,PEÇAS MAQUINAS,1.0000,1275.3600000
32389395,SUPRIMENTOS MAQUINAS,2.0000,274.3000000
28870187,SUPRIMENTOS MAQUINAS,1.0000,373.7300000
29400448,SUPRIMENTOS MAQUINAS,1.0000,500.0800000
27757782,SUPRIMENTOS MAQUINAS,1.0000,328.2000000
33702782,SUPRIMENTOS MAQUINAS,1.0000,329.1600000
34818656,SUPRIMENTOS MAQUINAS,9.0000,352.3600000
28029964,SUPRIMENTOS MAQUINAS,1.0000,594.2100000
28950163,SUPRIMENTOS MAQUINAS,2.0000,282.9700000
32392651,PEÇAS MAQUINAS,3.0000,7.9700000
31531528,SUPRIMENTOS MAQUINAS,1.0000,550.9000000
31751696,SUPRIMENTOS MAQUINAS,1.0000,365.0200000
28741406,SUPRIMENTOS MAQUINAS,1.0000,196.9400000
31703679,PEÇAS MAQUINAS,1.0000,44.6300000
31127410,SUPRIMENTOS MAQUINAS,1.0000,390.2900000
34468634,ACESSORIOS MAQUINAS,1.0000,878.7900000
26865039,PEÇAS MAQUINAS,1.0000,20.0800000
33121235,SUPRIMENTOS MAQUINAS,1.0000,1225.3100000
31786506,SUPRIMENTOS MAQUINAS,1.0000,347.0100000
34525754,SUPRIMENTOS MAQUINAS,4.0000,728.7200000
30580294,SUPRIMENTOS MAQUINAS,1.0000,388.6600000
35246817,ACESSORIOS MAQUINAS,1.0000,464.0500000
27854196,ACESSORIOS MAQUINAS,1.0000,72.9800000
31640295,ACESSORIOS MAQUINAS,1.0000,464.4000000
33121279,SUPRIMENTOS MAQUINAS,1.0000,1190.9300000
34467680,IMOBILIZADOS MAQUINAS,1.0000,4339.0000000
28273449,SUPRIMENTOS MAQUINAS,1.0000,132.0100000
30716507,PEÇAS MAQUINAS,1.0000,161.6800000
28403413,PEÇAS MAQUINAS,1.0000,137.9200000
34469746,IMOBILIZADOS MAQUINAS,1.0000,4352.8900000
28182542,SUPRIMENTOS MAQUINAS,1.0000,132.9800000
29110255,SUPRIMENTOS MAQUINAS,1.0000,131.6500000
32371161,SUPRIMENTOS MAQUINAS,2.0000,131.8100000
34468628,IMOBILIZADOS MAQUINAS,1.0000,1883.0700000
29337469,IMOBILIZADOS MAQUINAS,1.0000,2293.3500000
34467676,IMOBILIZADOS MAQUINAS,1.0000,4339.0000000
34231150,SUPRIMENTOS MAQUINAS,1.0000,60.8000000
28315204,SUPRIMENTOS MAQUINAS,1.0000,131.7800000
28661122,SUPRIMENTOS MAQUINAS,1.0000,131.7800000
28230782,PEÇAS MAQUINAS,1.0000,50.0300000
34019846,PEÇAS MAQUINAS,1.0000,50.0900000
35121553,PEÇAS MAQUINAS,1.0000,50.0300000
28560655,PEÇAS MAQUINAS,1.0000,50.0300000
30465941,PEÇAS MAQUINAS,1.0000,50.0400000
27869604,PEÇAS MAQUINAS,1.0000,2275.5500000
26778237,PEÇAS MAQUINAS,1.0000,50.0300000
33404557,PEÇAS MAQUINAS,1.0000,50.1300000
30467847,PEÇAS MAQUINAS,1.0000,50.1100000
26196040,PEÇAS MAQUINAS,1.0000,50.2600000
33122770,PEÇAS MAQUINAS,1.0000,50.0600000
27343933,PEÇAS MAQUINAS,1.0000,50.0500000
28782430,IMOBILIZADOS MAQUINAS,1.0000,2215.8800000
28342538,PEÇAS MAQUINAS,1.0000,50.1000000
30349164,PEÇAS MAQUINAS,1.0000,50.3000000
29743926,PEÇAS MAQUINAS,1.0000,50.1100000
35278534,BENS DIVERSOS,14.0000,6.6000000
32517181,PEÇAS MAQUINAS,1.0000,50.0900000
33652090,PEÇAS MAQUINAS,1.0000,50.2600000
28813846,PEÇAS MAQUINAS,1.0000,50.0300000
28514996,PEÇAS MAQUINAS,1.0000,48.9100000
35288890,PEÇAS MAQUINAS,1.0000,717.7200000
33531344,PEÇAS MAQUINAS,1.0000,501.6400000
27854755,IMOBILIZADOS MAQUINAS,1.0000,2202.2200000
30752111,IMOBILIZADOS MAQUINAS,1.0000,2295.8000000
34467755,IMOBILIZADOS MAQUINAS,1.0000,4165.1500000
33730577,PEÇAS MAQUINAS,1.0000,1003.1100000
34182401,PEÇAS MAQUINAS,1.0000,1007.6500000
34470832,IMOBILIZADOS MAQUINAS,1.0000,4165.9300000
34526259,PEÇAS MAQUINAS,1.0000,2771.5900000
34269345,PEÇAS MAQUINAS,1.0000,1153.0400000
35133874,PEÇAS MAQUINAS,1.0000,612.9600000
34470637,IMOBILIZADOS MAQUINAS,1.0000,8102.7400000
30283862,IMOBILIZADOS MAQUINAS,1.0000,4654.7300000
34466618,IMOBILIZADOS MAQUINAS,1.0000,6930.1600000
28842759,IMOBILIZADOS MAQUINAS,1.0000,3649.3800000
34284046,PEÇAS MAQUINAS,3.0000,1558.8900000
27031877,PEÇAS MAQUINAS,1.0000,399.8200000
33701896,PEÇAS MAQUINAS,1.0000,397.8900000
31815582,PEÇAS MAQUINAS,1.0000,821.4400000
28457148,PEÇAS MAQUINAS,1.0000,624.5500000
28412296,IMOBILIZADOS MAQUINAS,1.0000,4097.2700000
28391519,IMOBILIZADOS MAQUINAS,1.0000,4640.6200000
28870196,IMOBILIZADOS MAQUINAS,1.0000,4644.4200000
34285996,PEÇAS MAQUINAS,1.0000,981.3000000
28690412,PEÇAS MAQUINAS,1.0000,1412.9400000
27446683,PEÇAS MAQUINAS,1.0000,323.9100000
33243679,PEÇAS MAQUINAS,1.0000,625.3800000
33068147,IMOBILIZADOS MAQUINAS,1.0000,8108.5400000
30459262,IMOBILIZADOS MAQUINAS,1.0000,7198.9000000
34046970,PEÇAS MAQUINAS,2.0000,1559.1300000
34890201,PEÇAS MAQUINAS,1.0000,1152.5800000
33529790,PEÇAS MAQUINAS,3.0000,1559.1600000
34466128,IMOBILIZADOS MAQUINAS,1.0000,6919.2000000
34464819,IMOBILIZADOS MAQUINAS,1.0000,8821.8300000
31640766,PEÇAS MAQUINAS,2.0000,1484.0300000
31637149,PEÇAS MAQUINAS,2.0000,399.6200000
35306568,SERVIÇO,1.0000,17.3100000
28526338,PEÇAS MAQUINAS,1.0000,864.8000000
33510397,PEÇAS MAQUINAS,1.0000,2364.3300000
28609567,PEÇAS MAQUINAS,1.0000,3717.5000000
27757735,PEÇAS MAQUINAS,1.0000,81.9300000
29432363,IMOBILIZADOS MAQUINAS,1.0000,3632.1700000
34470816,IMOBILIZADOS MAQUINAS,1.0000,6902.5900000
34466263,IMOBILIZADOS MAQUINAS,1.0000,15757.8400000
29899199,PEÇAS MAQUINAS,1.0000,1504.0800000
34469246,ACESSORIOS MAQUINAS,1.0000,753.4900000
31777852,PEÇAS MAQUINAS,4.0000,1489.9600000
30235773,PEÇAS MAQUINAS,1.0000,1491.2800000
28633274,PEÇAS MAQUINAS,1.0000,1419.6000000
28187284,IMOBILIZADOS MAQUINAS,1.0000,4268.7700000
28831986,IMOBILIZADOS MAQUINAS,1.0000,4629.1200000
26060791,CONSUMO,1.0000,230.9500000
29254256,PEÇAS MAQUINAS,1.0000,188.3000000
27712145,SUPRIMENTOS MAQUINAS,2.0000,320.2000000
35135407,SUPRIMENTOS MAQUINAS,8.0000,274.2500000
26551033,SUPRIMENTOS MAQUINAS,1.0000,222.4000000
33889260,SUPRIMENTOS MAQUINAS,1.0000,222.7600000
28724645,IMOBILIZADOS MAQUINAS,1.0000,2273.4400000
28892770,SUPRIMENTOS MAQUINAS,1.0000,754.6400000
28391601,IMOBILIZADOS MAQUINAS,1.0000,2266.0100000
30248414,IMOBILIZADOS MAQUINAS,1.0000,2261.4500000
28850760,IMOBILIZADOS MAQUINAS,1.0000,2273.8600000
27955185,SUPRIMENTOS MAQUINAS,1.0000,274.5200000
26172085,IMOBILIZADOS MAQUINAS,1.0000,1585.2300000
27114550,SUPRIMENTOS MAQUINAS,1.0000,259.5900000
26901162,PEÇAS MAQUINAS,1.0000,24.4100000
31321704,IMOBILIZADOS MAQUINAS,1.0000,3628.2500000
28741362,IMOBILIZADOS MAQUINAS,1.0000,4622.5200000
26603009,SUPRIMENTOS MAQUINAS,2.0000,259.4700000
26602045,SUPRIMENTOS MAQUINAS,2.0000,222.7100000
34356417,SUPRIMENTOS MAQUINAS,1.0000,273.9600000
26476515,SUPRIMENTOS MAQUINAS,1.0000,222.7600000
31898795,SUPRIMENTOS MAQUINAS,1.0000,259.3900000
26427590,SUPRIMENTOS MAQUINAS,1.0000,222.4000000
28352008,SUPRIMENTOS MAQUINAS,1.0000,133.3500000
34893382,SUPRIMENTOS MAQUINAS,2.0000,132.8300000
34895090,SUPRIMENTOS MAQUINAS,6.0000,152.9900000
29535911,SUPRIMENTOS MAQUINAS,1.0000,97.6200000
35377008,SUPRIMENTOS MAQUINAS,1.0000,108.3800000
28628313,SUPRIMENTOS MAQUINAS,1.0000,144.6100000
29534611,SUPRIMENTOS MAQUINAS,1.0000,85.9600000
32264514,SUPRIMENTOS MAQUINAS,1.0000,171.6700000
35136123,SUPRIMENTOS MAQUINAS,1.0000,434.0000000
28439015,SUPRIMENTOS MAQUINAS,1.0000,97.1500000
35138939,SUPRIMENTOS MAQUINAS,1.0000,175.2100000
35134936,SUPRIMENTOS MAQUINAS,1.0000,175.2100000
32550838,SUPRIMENTOS MAQUINAS,1.0000,451.2700000
34527051,SUPRIMENTOS MAQUINAS,1.0000,85.9800000
28269825,SUPRIMENTOS MAQUINAS,3.0000,172.9200000
27715756,SUPRIMENTOS MAQUINAS,1.0000,97.2400000
35139461,SUPRIMENTOS MAQUINAS,1.0000,193.9000000
34874366,PEÇAS MAQUINAS,1.0000,112.7400000
29071822,SUPRIMENTOS MAQUINAS,1.0000,86.1000000
28343380,SUPRIMENTOS MAQUINAS,1.0000,97.6000000
28343339,SUPRIMENTOS MAQUINAS,1.0000,97.6000000
34698422,SUPRIMENTOS MAQUINAS,1.0000,97.1700000
35302452,SUPRIMENTOS MAQUINAS,1.0000,193.8600000
28188637,SUPRIMENTOS MAQUINAS,1.0000,132.8700000
29536413,SUPRIMENTOS MAQUINAS,1.0000,86.3700000
35134572,SUPRIMENTOS MAQUINAS,1.0000,86.3100000
27952007,SUPRIMENTOS MAQUINAS,2.0000,97.5400000
34818132,SUPRIMENTOS MAQUINAS,1.0000,97.4500000
33423124,PEÇAS MAQUINAS,1.0000,134.9400000
27716705,SUPRIMENTOS MAQUINAS,1.0000,139.3600000
